,SUBJECT_11
training duration,1831.0997655391693
,train,valid,test
46,65,3,0
47,66,3,0
48,67,3,0
49,68,8,10
50,87,0,2
51,106,0,2
52,114,0,2
53,123,1,2
54,124,1,0
55,125,1,0
56,129,1,2
57,130,2,0
58,136,2,0
59,144,1,2
60,145,1,2
61,147,2,0
62,148,2,0
63,155,1,2
64,156,1,2
65,160,1,0
66,161,1,0
67,162,1,0
68,163,4,2
69,164,4,0
70,165,4,0
71,166,4,2
72,167,4,0
73,168,4,0
74,169,4,2
75,170,4,0
76,171,4,0
77,172,4,0
78,173,4,0
79,174,4,0
80,175,4,0
81,176,4,0
82,177,6,10
83,178,3,2
84,179,3,0
85,180,3,0
86,181,3,0
87,182,3,0
88,183,3,0
89,184,3,2
90,185,3,2
91,186,3,0
92,187,3,0
93,188,3,2
94,189,3,2
95,190,3,2
96,191,3,0
97,192,3,0
98,194,4,0
99,195,4,0
100,196,4,0
101,197,4,0
102,198,4,0
103,199,4,2
104,200,4,2
105,201,4,0
106,202,4,0
107,203,4,0
108,204,4,2
109,205,4,2
110,206,4,0
111,226,3,2
112,227,3,2
113,228,3,2
114,229,3,0
115,230,3,0
116,231,3,2
117,232,3,0
118,233,3,2
119,234,3,2
120,235,3,0
121,236,3,0
122,237,3,0
123,238,3,0
124,239,8,0
125,240,8,10
126,253,11,0
127,286,2,0
128,292,2,0
129,293,1,0
130,294,1,0
131,297,1,2
132,298,1,2
133,301,1,0
134,309,2,0
135,310,1,2
136,311,1,2
137,314,1,2
138,317,1,2
139,318,1,2
140,319,2,0
141,320,2,0
142,325,2,0
143,327,1,2
144,328,1,2
145,329,1,2
146,330,1,2
147,335,1,0
148,336,1,0
