,SUBJECT_12
training duration,1790.8001606464386
,train,valid,test
46,67,3,0
47,68,3,0
48,69,3,0
49,70,3,0
50,71,3,0
51,72,3,0
52,73,3,0
53,96,0,2
54,106,0,2
55,126,1,0
56,127,1,2
57,128,1,2
58,130,1,0
59,133,1,2
60,134,1,0
61,143,1,0
62,144,1,0
63,145,1,0
64,146,1,0
65,147,1,0
66,148,1,2
67,149,1,0
68,150,1,0
69,151,1,0
70,159,2,0
71,160,1,0
72,161,1,0
73,162,1,0
74,163,1,0
75,166,1,2
76,167,1,0
77,168,1,0
78,169,4,0
79,170,4,0
80,171,4,0
81,172,4,2
82,173,4,0
83,174,4,0
84,175,4,0
85,176,4,0
86,177,4,0
87,178,4,0
88,179,4,2
89,180,4,0
90,181,4,0
91,182,4,0
92,183,4,0
93,184,4,0
94,185,4,0
95,186,4,0
96,187,4,0
97,188,4,0
98,189,4,0
99,190,4,0
100,191,4,0
101,192,6,2
102,194,3,0
103,195,3,0
104,196,3,0
105,197,3,0
106,198,3,0
107,199,3,0
108,200,3,0
109,201,3,0
110,203,7,1
111,204,4,0
112,205,4,0
113,206,4,0
114,207,4,0
115,208,4,0
116,209,4,0
117,210,4,0
118,211,4,0
119,212,4,0
120,213,4,2
121,214,4,2
122,215,4,2
123,236,9,11
124,237,3,0
125,238,3,0
126,239,3,0
127,240,3,0
128,241,3,2
129,242,3,2
130,243,3,0
131,244,3,0
132,245,3,0
133,246,3,0
134,247,3,2
135,248,3,0
136,250,3,2
137,251,3,0
138,252,3,0
139,253,3,0
140,270,11,0
141,286,0,2
142,287,0,2
143,292,0,2
144,293,0,2
145,294,2,0
146,301,1,2
147,302,1,0
148,303,1,0
149,307,1,0
150,308,1,0
151,310,2,0
152,316,1,0
153,317,1,0
154,320,1,0
155,321,1,0
156,322,1,0
157,323,1,0
158,329,2,0
159,330,2,0
160,331,1,0
161,332,1,0
162,333,1,0
163,334,1,2
164,335,1,0
165,336,1,0
166,337,1,0
167,338,1,0
168,339,1,0
