,SUBJECT_15
training duration,1808.037784576416
,train,valid,test
LAYING,49.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LIE_TO_SIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
STAND_TO_LIE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,6,0
14,14,3,0
15,15,3,0
16,16,3,0
17,17,3,0
18,18,3,0
19,19,3,0
20,20,3,0
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,4,0
27,27,4,0
28,28,4,0
29,29,4,0
30,30,4,0
31,31,4,0
32,32,4,0
33,33,4,0
34,34,4,0
35,35,4,0
36,36,4,0
37,37,4,0
38,38,4,0
39,39,4,0
40,40,4,0
41,45,5,0
42,46,5,0
43,47,5,0
44,48,5,0
45,50,5,0
46,51,5,0
47,52,5,0
48,53,5,0
49,54,5,0
50,55,5,0
51,57,3,0
52,58,3,0
53,59,3,0
54,60,3,0
55,61,3,0
56,62,3,0
57,63,3,0
58,64,3,0
59,65,3,0
60,66,3,0
61,67,3,0
62,68,3,0
63,69,3,0
64,70,3,0
65,71,3,0
66,72,3,0
67,73,8,0
68,75,5,0
69,77,5,0
70,78,5,0
71,80,5,0
72,81,5,0
73,82,5,0
74,84,5,0
75,85,5,0
76,87,5,0
77,88,5,0
78,90,5,0
79,91,5,0
80,92,5,0
81,93,5,0
82,94,5,0
83,95,5,0
84,98,11,0
85,135,1,0
86,136,1,0
87,137,1,0
88,138,1,0
89,139,1,0
90,140,1,0
91,142,1,0
92,150,1,0
93,151,1,0
94,152,1,0
95,153,1,0
96,154,1,0
97,155,1,0
98,156,1,0
99,157,1,0
100,158,2,0
101,159,2,0
102,164,2,0
103,165,1,0
104,166,1,0
105,167,1,0
106,168,1,0
107,169,1,0
108,170,1,0
109,171,1,0
110,172,1,0
111,173,4,0
112,174,4,0
113,175,4,0
114,176,4,0
115,177,4,0
116,178,4,0
117,179,4,0
118,180,4,0
119,181,4,0
120,182,4,0
121,183,4,0
122,184,4,0
123,185,4,0
124,186,4,0
125,187,4,0
126,188,6,0
127,189,3,0
128,190,3,0
129,191,3,0
130,192,3,0
131,193,3,0
132,194,3,0
133,195,3,0
134,196,3,0
135,197,3,0
136,198,3,0
137,199,3,0
138,200,3,0
139,201,3,0
140,202,3,0
141,203,3,0
142,204,7,0
143,205,4,0
144,206,4,0
145,207,4,0
146,208,4,0
147,209,4,0
148,210,4,0
149,211,4,0
150,212,4,0
151,213,4,0
152,214,4,0
153,215,4,0
154,216,4,0
155,218,10,1
156,224,5,0
157,227,5,0
158,228,5,0
159,231,5,0
160,232,5,0
161,235,5,0
162,236,5,0
163,237,9,0
164,238,3,0
165,239,3,0
166,240,3,0
167,241,3,0
168,242,3,0
169,243,3,0
170,244,3,0
171,245,3,0
172,246,3,0
173,247,3,0
174,248,3,0
175,249,3,0
176,250,3,0
177,251,3,0
178,252,3,0
179,253,3,0
180,254,3,0
181,255,3,0
182,256,8,0
183,257,8,0
184,258,5,0
185,260,5,0
186,261,5,0
187,262,5,0
188,263,5,0
189,264,5,0
190,265,5,0
191,266,5,0
192,267,5,0
193,268,5,0
194,269,5,0
195,270,5,0
196,271,5,0
197,272,5,0
198,273,5,0
199,274,5,0
200,279,11,9
201,306,2,0
202,307,2,0
203,309,2,0
204,312,2,0
205,313,1,0
206,314,1,0
207,315,1,0
208,316,1,0
209,317,1,0
210,318,1,0
211,319,1,0
212,320,1,0
213,321,2,0
214,324,2,0
215,326,2,0
216,327,2,0
217,328,1,0
218,329,1,0
219,330,1,0
220,331,1,0
221,333,1,0
222,334,1,0
223,335,1,0
224,336,2,0
225,339,2,0
226,342,2,0
227,343,1,0
228,344,1,0
229,346,1,0
230,347,1,0
231,349,1,0
232,350,1,0
