,SUBJECT_7
training duration,1786.3915326595306
,train,valid,test
STAND_TO_LIE,68.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0
LIE_TO_STAND,58.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,114.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,71.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,175.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,147.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
LIE_TO_SIT,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_LIE,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
LIE_TO_STAND,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,57.0,0.0,0.0,0.0,0.0,0.0,missed_category,missed_category,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,33.0,17.0,1.0,0.0,0.0,0.0,missed_category,missed_category,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,35.0,0.0,12.0,0.0,0.0,0.0,missed_category,missed_category,0.0,0.0,0.0,0.0
SITTING,47.0,0.0,0.0,0.0,0.0,0.0,missed_category,missed_category,0.0,0.0,0.0,0.0
STANDING,54.0,0.0,0.0,0.0,0.0,0.0,missed_category,missed_category,0.0,0.0,0.0,0.0
LAYING,39.0,0.0,0.0,0.0,0.0,11.0,missed_category,missed_category,0.0,0.0,0.0,0.0
STAND_TO_SIT,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category
SIT_TO_STAND,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category
SIT_TO_LIE,2,0,0,0,0,0,missed_category,missed_category,0,0,2,0
LIE_TO_SIT,0,0,0,0,0,0,missed_category,missed_category,0,1,0,0
STAND_TO_LIE,1,0,0,0,0,0,missed_category,missed_category,0,0,3,0
LIE_TO_STAND,1,0,0,0,0,0,missed_category,missed_category,0,0,0,2
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,3,0
16,16,3,0
17,17,3,0
18,18,3,0
19,19,3,0
20,20,3,0
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,3,0
27,27,4,0
28,28,4,0
29,29,4,0
30,30,4,0
31,31,4,0
32,32,4,0
33,33,4,0
34,34,4,0
35,35,4,0
36,36,4,0
37,37,4,0
38,38,4,0
39,39,4,0
40,41,10,0
41,43,5,0
42,45,5,0
43,46,5,0
44,47,5,0
45,48,5,0
46,49,5,0
47,50,5,0
48,51,5,0
49,52,5,0
50,53,5,0
51,54,5,0
52,56,3,0
53,57,3,0
54,58,3,0
55,59,3,0
56,60,3,0
57,61,3,0
58,62,3,0
59,63,3,0
60,64,3,0
61,65,3,0
62,66,3,0
63,67,3,0
64,68,3,0
65,69,8,0
66,70,8,10
67,71,8,10
68,72,5,0
69,73,5,0
70,74,5,0
71,75,5,0
72,76,5,0
73,77,5,0
74,78,5,0
75,79,5,0
76,80,5,0
77,82,5,0
78,83,5,0
79,84,5,0
80,85,11,0
81,116,2,0
82,117,2,0
83,118,2,0
84,119,2,0
85,120,2,0
86,121,2,0
87,122,2,0
88,123,2,0
89,124,2,0
90,125,2,0
91,127,1,2
92,128,1,0
93,133,1,0
94,134,1,0
95,135,1,0
96,136,2,0
97,137,2,0
98,138,2,0
99,140,2,0
100,142,2,0
101,143,2,0
102,144,1,0
103,146,1,0
104,147,1,0
105,148,1,0
106,151,1,0
107,152,2,0
108,153,2,0
109,158,2,0
110,161,1,0
111,162,1,0
112,163,1,0
113,165,1,0
114,166,1,0
115,167,4,0
116,168,4,0
117,169,4,0
118,170,4,0
119,171,4,0
120,172,4,0
121,173,4,0
122,174,4,0
123,175,4,0
124,176,4,0
125,177,4,0
126,178,4,0
127,179,3,0
128,180,3,0
129,181,3,0
130,182,3,0
131,183,3,0
132,184,3,0
133,185,3,0
134,186,3,0
135,187,3,0
136,188,3,0
137,189,3,0
138,190,3,0
139,191,4,0
140,192,4,0
141,193,4,0
142,194,4,0
143,195,4,0
144,196,4,0
145,197,4,0
146,198,4,0
147,199,4,0
148,200,4,0
149,201,4,0
150,202,4,0
151,203,4,0
152,204,4,0
153,207,5,0
154,208,5,0
155,209,5,0
156,210,5,0
157,214,5,0
158,216,5,0
159,217,5,0
160,218,5,0
161,219,3,0
162,220,3,0
163,221,3,0
164,222,3,0
165,223,3,0
166,224,3,0
167,225,3,0
168,226,3,0
169,227,3,0
170,228,3,0
171,229,8,0
172,230,5,0
173,233,5,0
174,234,5,0
175,235,5,0
176,238,5,0
177,239,5,0
178,240,5,0
179,241,5,0
180,271,2,0
181,272,2,0
182,273,2,0
183,276,2,0
184,277,2,0
185,278,2,0
186,279,1,0
187,280,1,0
188,281,1,0
189,283,1,0
190,284,1,0
191,285,1,0
192,286,1,0
193,287,1,0
194,288,2,0
195,289,2,0
196,291,2,0
197,292,2,0
198,293,2,0
199,294,2,0
200,295,1,0
201,296,1,0
202,299,1,0
203,303,2,0
204,304,2,0
205,308,2,0
206,309,2,0
207,310,1,0
208,311,1,0
209,312,1,0
210,313,1,0
211,314,1,0
212,315,1,0
213,316,1,0
214,317,1,0
