,SUBJECT_17
training duration,1787.9926714897156
,train,valid,test
43,43,3,0
44,44,3,0
45,45,3,0
46,46,3,0
47,47,7,1
48,48,4,0
49,49,4,0
50,50,4,0
51,51,4,0
52,52,4,0
53,53,4,0
54,54,4,0
55,55,4,0
56,56,4,0
57,57,4,0
58,58,4,1
59,59,4,2
60,60,4,0
61,61,4,0
62,62,4,0
63,63,4,0
64,67,5,0
65,68,5,0
66,69,5,0
67,73,5,0
68,78,5,0
69,79,5,0
70,80,5,0
71,83,3,0
72,84,3,0
73,85,3,0
74,86,3,0
75,87,3,0
76,88,3,0
77,89,3,0
78,90,3,0
79,91,3,0
80,92,3,0
81,93,3,0
82,94,3,0
83,95,3,0
84,96,3,0
85,97,3,0
86,98,3,0
87,99,3,0
88,100,8,10
89,101,8,10
90,102,8,10
91,103,5,0
92,118,5,0
93,119,5,0
94,120,5,0
95,123,5,0
96,125,11,9
97,126,11,0
98,159,2,0
99,160,2,0
100,161,2,0
101,165,2,0
102,166,2,0
103,167,2,0
104,175,1,0
105,176,2,0
106,177,2,0
107,202,1,0
108,203,1,0
109,207,4,0
110,208,4,0
111,209,4,0
112,210,4,0
113,211,4,0
114,212,4,0
115,213,4,0
116,214,4,0
117,215,4,0
118,216,4,0
119,217,4,0
120,218,4,0
121,219,4,0
122,220,4,0
123,221,4,0
124,222,4,0
125,223,4,0
126,224,4,0
127,225,6,10
128,226,3,0
129,227,3,0
130,228,3,0
131,230,3,0
132,231,3,0
133,232,3,0
134,233,3,2
135,234,3,0
136,235,3,0
137,236,3,0
138,237,3,0
139,238,3,0
140,239,3,0
141,240,3,0
142,241,3,0
143,242,7,0
144,243,4,0
145,244,4,0
146,245,4,0
147,246,4,0
148,247,4,2
149,248,4,0
150,249,4,0
151,250,4,0
152,251,4,0
153,252,4,0
154,253,4,0
155,254,4,1
156,255,4,0
157,256,4,0
158,257,4,0
159,258,4,0
160,259,4,0
161,260,4,0
162,261,4,0
163,262,10,1
164,265,10,0
165,269,5,0
166,275,5,0
167,281,9,0
168,284,3,0
169,285,3,0
170,286,3,0
171,287,3,0
172,288,3,0
173,289,3,0
174,290,3,0
175,291,3,0
176,292,3,0
177,293,3,0
178,294,3,0
179,295,3,0
180,296,3,0
181,297,3,0
182,298,3,0
183,299,8,10
184,300,8,10
185,309,5,0
186,310,5,0
187,323,11,0
188,324,11,9
189,354,2,0
190,361,2,0
191,370,2,0
192,376,2,0
193,377,1,0
194,378,1,0
195,379,1,0
196,381,1,0
197,382,1,0
198,383,1,0
199,384,1,0
200,385,2,0
201,386,2,0
202,392,2,0
203,394,1,0
204,399,1,0
205,400,1,0
