,SUBJECT_25
training duration,1812.4274077415464
,train,valid,test
168,252,3,2
169,254,3,0
170,255,7,0
171,256,4,0
172,257,4,0
173,258,4,0
174,259,4,0
175,260,4,0
176,261,4,0
177,262,4,0
178,263,4,0
179,264,4,0
180,265,4,0
181,266,4,0
182,267,4,0
183,268,4,0
184,269,4,0
185,270,4,0
186,271,4,0
187,272,4,0
188,273,4,0
189,274,4,0
190,275,4,0
191,276,10,1
192,299,9,0
193,301,3,0
194,302,3,0
195,303,3,0
196,304,3,0
197,305,3,0
198,306,3,0
199,307,3,0
200,308,3,0
201,309,3,0
202,310,3,0
203,311,3,0
204,312,3,0
205,313,3,0
206,314,3,0
207,315,3,0
208,316,3,0
209,317,8,0
210,337,11,0
211,346,0,2
212,347,0,1
213,357,0,2
214,376,2,0
215,377,2,0
216,382,2,0
217,383,2,0
218,384,2,0
219,385,1,0
220,386,1,0
221,387,1,0
222,388,1,0
223,389,1,0
224,390,1,0
225,393,1,0
226,394,1,0
227,395,2,0
228,396,2,0
229,399,2,0
230,402,2,0
231,403,2,0
232,404,1,0
233,405,1,0
234,406,1,0
235,409,1,0
236,410,1,0
237,411,1,0
238,412,1,0
239,413,1,0
240,414,2,0
241,415,2,0
242,421,2,0
243,424,1,0
244,425,1,0
245,426,1,0
246,427,1,0
247,430,1,0
248,431,1,0
249,432,1,0
250,433,1,0
