,SUBJECT_22
training duration,2787.0625240802765
,train,valid,test
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,46.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,42.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,36.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
SITTING,5.0,0.0,0.0,55.0,0.0,0.0,0.0,missed_category,0.0,0.0,2.0,0.0
STANDING,39.0,25.0,0.0,0.0,1.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,70.0,0.0,missed_category,0.0,0.0,1.0,1.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,2.0,0.0
SIT_TO_STAND,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category
SIT_TO_LIE,0,0,0,0,0,0,0,missed_category,2,0,0,0
LIE_TO_SIT,0,0,0,0,0,0,0,missed_category,0,3,0,0
STAND_TO_LIE,0,0,0,0,0,0,0,missed_category,0,0,2,0
LIE_TO_STAND,0,0,0,0,0,0,0,missed_category,0,0,0,3
,index,real_category,predicted_category
0,0,4,1
1,1,4,1
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,1
12,12,4,1
13,13,4,0
14,14,4,0
15,15,4,0
16,16,6,10
17,17,6,10
18,33,4,1
19,34,4,1
20,35,4,1
21,36,4,0
22,37,4,1
23,38,4,0
24,39,4,1
25,40,4,1
26,41,4,1
27,42,4,1
28,43,4,1
29,44,4,1
30,45,4,1
31,46,4,1
32,47,4,1
33,48,4,1
34,66,3,10
35,172,4,0
36,173,4,0
37,174,4,0
38,175,4,0
39,176,4,0
40,177,4,0
41,178,4,0
42,179,4,1
43,180,4,1
44,181,4,1
45,182,4,0
46,183,4,0
47,184,4,0
48,185,4,0
49,186,4,1
50,187,4,0
51,188,4,0
52,189,4,0
53,204,4,0
54,205,4,0
55,206,4,0
56,207,4,0
57,208,4,0
58,209,4,0
59,210,4,0
60,212,4,0
61,213,4,1
62,214,4,1
63,215,4,0
64,216,4,1
65,217,4,0
66,218,4,0
67,236,5,11
68,238,5,10
69,241,3,10
70,244,3,0
71,245,3,0
72,246,3,0
73,249,3,0
74,250,3,0
