,SUBJECT_18
training duration,1778.808190822601
,train,valid,test
SITTING,165.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,189.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,11.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SIT_TO_STAND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
LIE_TO_SIT,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
STAND_TO_LIE,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
LIE_TO_STAND,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,32.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,24.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,57.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,77.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,1.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
LIE_TO_SIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,4,0
16,16,4,0
17,17,4,0
18,18,4,0
19,19,4,0
20,20,4,0
21,21,4,0
22,22,6,2
23,23,6,10
24,24,6,2
25,25,3,0
26,26,3,0
27,27,3,2
28,29,3,0
29,30,3,0
30,31,3,0
31,32,3,0
32,33,3,0
33,34,3,0
34,35,3,0
35,36,3,0
36,37,3,0
37,38,3,0
38,39,3,2
39,40,7,0
40,41,4,0
41,42,4,0
42,43,4,0
43,44,4,0
44,45,4,0
45,46,4,0
46,47,4,0
47,48,4,0
48,49,4,0
49,50,4,0
50,51,4,0
51,52,4,0
52,53,4,0
53,54,4,0
54,55,4,0
55,56,4,0
56,57,4,0
57,58,4,0
58,59,4,0
59,60,4,0
60,61,4,0
61,64,10,8
62,84,3,0
63,85,3,0
64,86,3,0
65,87,3,0
66,88,3,0
67,89,3,0
68,90,3,0
69,91,3,0
70,92,3,0
71,93,3,0
72,94,3,0
73,95,3,0
74,96,3,0
75,97,3,0
76,98,3,0
77,99,3,0
78,100,3,0
79,101,3,0
80,116,5,0
81,154,2,0
82,155,2,0
83,156,2,0
84,161,2,0
85,162,2,0
86,163,2,0
87,166,1,0
88,168,1,0
89,169,1,0
90,170,1,0
91,171,1,0
92,172,1,0
93,174,2,0
94,175,2,0
95,178,2,0
96,183,1,0
97,184,1,0
98,185,1,0
99,188,1,0
100,190,1,2
101,191,1,0
102,192,2,0
103,193,2,0
104,196,2,0
105,199,2,0
106,200,2,0
107,202,1,0
108,203,1,0
109,206,1,0
110,207,1,0
111,209,1,2
112,210,1,2
113,211,4,0
114,212,4,0
115,213,4,0
116,214,4,0
117,215,4,0
118,216,4,0
119,217,4,0
120,218,4,0
121,219,4,0
122,220,4,2
123,221,4,0
124,222,4,0
125,223,4,0
126,224,4,0
127,225,4,0
128,226,4,0
129,227,4,0
130,228,4,0
131,229,4,0
132,230,6,0
133,231,6,0
134,232,3,0
135,233,3,0
136,234,3,0
137,235,3,0
138,236,3,0
139,237,3,0
140,238,3,0
141,239,3,0
142,240,3,0
143,241,3,0
144,242,3,0
145,243,3,0
146,244,3,0
147,245,7,2
148,246,4,0
149,247,4,0
150,248,4,0
151,249,4,0
152,250,4,2
153,251,4,0
154,252,4,0
155,253,4,0
156,254,4,0
157,255,4,0
158,256,4,0
159,257,4,0
160,258,4,0
161,259,4,0
162,260,4,0
163,261,4,0
164,262,4,0
165,264,10,8
166,282,9,0
167,283,3,0
168,284,3,0
169,285,3,0
170,286,3,0
171,287,3,0
172,288,3,0
173,289,3,0
174,290,3,2
175,291,3,0
176,292,3,0
177,293,3,0
178,294,3,0
179,295,3,0
180,296,3,0
181,297,3,0
182,298,8,2
183,318,11,0
184,321,0,2
185,347,2,0
186,348,2,0
187,354,2,0
188,356,1,0
189,357,1,0
190,360,1,0
191,361,1,0
192,362,1,0
193,363,1,0
194,364,1,0
195,365,2,0
196,366,2,0
197,370,2,0
198,372,2,0
199,373,2,0
200,374,1,0
201,375,1,0
202,376,1,0
203,377,1,0
204,380,1,0
205,381,1,0
206,382,1,0
207,383,1,0
208,385,2,0
209,392,2,0
210,393,1,2
211,394,1,0
212,395,1,2
213,398,1,0
214,401,1,2
215,402,1,2
