,SUBJECT_26
training duration,1775.821662902832
,train,valid,test
SIT_TO_STAND,23.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,22.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,41.0,0.0
LIE_TO_SIT,29.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,14.0
STAND_TO_LIE,37.0,4.0,9.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,68.0,0.0
LIE_TO_STAND,41.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,16.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,163.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,72.0,70.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,21.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,162.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,186.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,6.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0
LIE_TO_SIT,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
STAND_TO_LIE,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
LIE_TO_STAND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,42.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,8.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,75.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,74.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
LIE_TO_SIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
LIE_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,2
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,4,0
16,16,4,0
17,17,4,0
18,18,4,0
19,19,4,0
20,20,4,0
21,21,4,0
22,22,4,0
23,23,4,0
24,24,4,0
25,25,6,0
26,26,3,0
27,27,3,0
28,28,3,2
29,29,3,0
30,30,3,0
31,31,3,0
32,32,3,0
33,33,3,0
34,34,3,0
35,35,3,0
36,36,3,0
37,37,3,0
38,38,3,0
39,39,3,0
40,40,3,0
41,41,3,0
42,42,3,0
43,43,3,0
44,44,3,0
45,45,3,0
46,46,3,0
47,47,7,11
48,48,4,2
49,49,4,0
50,50,4,0
51,51,4,0
52,52,4,0
53,53,4,0
54,54,4,0
55,55,4,0
56,56,4,0
57,57,4,0
58,58,4,0
59,59,4,0
60,60,4,0
61,61,4,0
62,62,4,0
63,81,9,0
64,82,3,0
65,83,3,0
66,84,3,0
67,85,3,0
68,86,3,0
69,87,3,0
70,88,3,0
71,89,3,0
72,90,3,0
73,91,3,0
74,92,3,0
75,93,3,0
76,94,3,0
77,95,3,0
78,96,3,0
79,97,3,0
80,98,3,0
81,99,3,0
82,100,3,0
83,101,3,0
84,102,3,0
85,103,3,2
86,104,3,2
87,105,3,0
88,106,8,10
89,125,11,0
90,143,0,2
91,162,1,0
92,163,1,0
93,164,1,0
94,165,1,0
95,166,1,0
96,167,1,0
97,168,1,0
98,169,1,0
99,170,1,0
100,171,1,0
101,178,2,0
102,179,2,0
103,180,1,0
104,181,1,0
105,182,1,0
106,183,1,0
107,184,1,0
108,187,1,0
109,188,1,0
110,198,1,0
111,199,1,0
112,200,1,0
113,203,1,0
114,206,1,0
115,207,4,0
116,208,4,0
117,209,4,0
118,210,4,0
119,211,4,0
120,212,4,0
121,213,4,0
122,214,4,0
123,215,4,0
124,216,4,0
125,217,4,0
126,218,4,0
127,219,4,0
128,220,4,0
129,221,4,0
130,222,4,0
131,223,4,0
132,224,4,0
133,225,4,0
134,226,6,0
135,227,3,0
136,228,3,2
137,229,3,0
138,230,3,0
139,231,3,0
140,232,3,0
141,233,3,0
142,234,3,0
143,235,3,0
144,236,3,0
145,237,3,0
146,238,3,0
147,239,3,0
148,240,3,0
149,241,3,0
150,242,3,0
151,243,4,0
152,244,4,0
153,245,4,0
154,246,4,0
155,247,4,2
156,248,4,0
157,249,4,0
158,250,4,0
159,251,4,0
160,252,4,0
161,253,4,0
162,254,4,0
163,255,4,0
164,256,4,0
165,257,4,0
166,258,4,0
167,259,4,0
168,260,4,0
169,281,9,11
170,282,3,0
171,283,3,0
172,284,3,0
173,285,3,0
174,286,3,0
175,287,3,0
176,288,3,0
177,289,3,0
178,290,3,0
179,291,3,0
180,292,3,0
181,293,3,0
182,294,3,0
183,295,3,0
184,296,3,0
185,297,3,0
186,298,3,0
187,299,3,0
188,300,8,10
189,301,8,10
190,325,11,0
191,344,0,2
192,358,2,0
193,359,2,0
194,360,2,0
195,361,2,0
196,364,2,0
197,366,1,0
198,367,1,0
199,368,1,0
200,372,1,0
201,373,1,0
202,374,1,0
203,383,1,0
204,384,1,0
205,385,1,0
206,386,1,0
207,387,1,0
208,391,1,0
209,392,2,0
210,400,1,0
211,401,1,0
212,402,1,0
213,404,1,0
214,405,1,0
215,406,1,0
216,407,1,0
217,408,1,0
