,SUBJECT_14
training duration,1730.763150930405
,train,valid,test
61,73,3,2
62,74,3,0
63,75,3,0
64,76,3,2
65,77,3,2
66,78,8,2
67,80,8,10
68,92,11,5
69,93,11,0
70,94,11,9
71,96,0,2
72,97,0,2
73,104,0,2
74,111,0,2
75,114,0,2
76,117,0,2
77,125,2,0
78,126,2,0
79,142,2,0
80,145,2,0
81,148,2,0
82,149,2,0
83,160,2,0
84,176,4,0
85,177,4,0
86,178,4,2
87,179,4,2
88,180,4,2
89,181,4,2
90,182,4,0
91,183,4,2
92,184,4,2
93,185,4,0
94,186,4,0
95,187,4,0
96,188,4,0
97,189,4,0
98,190,4,0
99,191,6,0
100,192,3,0
101,193,3,0
102,195,3,2
103,196,3,0
104,198,3,0
105,199,3,0
106,200,3,0
107,201,3,0
108,202,3,2
109,203,3,0
110,204,3,0
111,205,3,0
112,206,7,0
113,207,4,2
114,208,4,0
115,209,4,0
116,210,4,0
117,211,4,0
118,212,4,2
119,213,4,0
120,214,4,2
121,215,4,0
122,216,4,0
123,217,4,0
124,218,4,2
125,219,4,2
126,220,4,2
127,221,4,0
128,222,4,0
129,223,10,0
130,224,10,0
131,226,5,0
132,227,5,0
133,229,5,0
134,238,3,0
135,239,3,0
136,240,3,2
137,241,3,0
138,242,3,0
139,243,3,0
140,244,3,0
141,245,3,0
142,246,3,0
143,247,3,2
144,248,3,2
145,249,3,0
146,250,3,0
147,251,3,0
148,252,8,2
149,257,5,0
150,260,5,2
151,263,5,2
152,267,11,9
153,268,11,1
154,269,0,2
155,270,0,2
156,284,0,2
157,285,0,2
158,286,0,1
159,296,0,2
160,299,2,0
161,314,2,0
162,321,1,0
163,330,1,0
164,331,2,0
165,335,2,0
