,SUBJECT_20
training duration,1811.439910888672
,train,valid,test
15,15,4,0
16,16,4,0
17,17,4,2
18,18,4,0
19,19,4,0
20,20,4,2
21,21,4,0
22,22,6,0
23,23,6,0
24,24,3,2
25,25,3,0
26,26,3,0
27,28,3,2
28,29,3,2
29,31,3,0
30,32,3,0
31,33,3,0
32,34,3,0
33,35,3,0
34,36,3,2
35,37,3,0
36,38,3,0
37,39,3,0
38,40,3,2
39,41,3,2
40,42,3,2
41,43,3,2
42,44,7,0
43,45,4,0
44,46,4,2
45,47,4,0
46,48,4,0
47,49,4,0
48,50,4,2
49,51,4,0
50,52,4,0
51,53,4,2
52,54,4,2
53,55,4,2
54,56,4,0
55,57,4,2
56,58,4,2
57,59,4,2
58,60,4,2
59,61,4,0
60,62,10,2
61,63,10,8
62,64,10,8
63,65,10,8
64,70,5,0
65,76,5,0
66,85,3,0
67,86,3,0
68,87,3,0
69,88,3,0
70,89,3,2
71,90,3,0
72,91,3,0
73,92,3,0
74,93,3,0
75,94,3,0
76,95,3,0
77,96,3,0
78,97,3,2
79,98,3,2
80,99,3,2
81,100,3,0
82,102,8,2
83,103,8,2
84,104,5,2
85,106,5,0
86,110,5,0
87,111,5,0
88,117,5,0
89,133,0,2
90,136,0,2
91,139,0,2
92,140,0,2
93,159,1,0
94,160,1,2
95,167,2,0
96,168,1,2
97,171,1,0
98,176,1,0
99,177,1,0
100,186,1,0
101,194,4,2
102,195,4,0
103,196,4,0
104,197,4,2
105,198,4,2
106,199,4,0
107,200,4,0
108,201,4,2
109,202,4,2
110,203,4,0
111,204,4,0
112,205,4,0
113,206,4,2
114,207,4,2
115,208,4,0
116,209,4,0
117,210,4,2
118,211,4,2
119,212,4,0
120,213,4,0
121,214,4,0
122,215,6,2
123,216,6,0
124,217,3,0
125,218,3,2
126,219,3,0
127,220,3,0
128,221,3,0
129,222,3,0
130,223,3,0
131,224,3,0
132,225,3,0
133,226,3,2
134,227,3,0
135,228,3,0
136,229,3,0
137,230,3,2
138,231,4,0
139,232,4,2
140,233,4,2
141,234,4,0
142,235,4,0
143,236,4,0
144,237,4,0
145,238,4,0
146,239,4,0
147,240,4,0
148,241,4,0
149,242,4,2
150,243,4,2
151,244,4,0
152,245,4,0
153,246,4,0
154,247,4,0
155,248,4,0
156,251,10,8
157,252,10,8
158,254,5,0
159,261,5,0
160,267,5,2
161,271,9,11
162,272,9,11
163,273,3,2
164,274,3,0
165,275,3,2
166,276,3,0
167,277,3,0
168,278,3,0
169,279,3,0
170,280,3,0
171,281,3,0
172,282,3,0
173,283,3,2
174,284,3,0
175,285,3,0
176,286,3,0
177,287,3,2
178,288,3,2
179,289,3,0
180,290,3,0
181,291,8,2
182,292,8,2
183,304,5,0
184,308,5,0
185,309,5,0
186,314,0,2
187,336,2,0
188,344,1,2
189,345,1,2
190,346,1,2
191,350,1,0
192,351,1,0
193,359,1,0
194,360,1,0
195,361,1,0
196,362,1,0
197,363,1,2
198,366,1,0
199,367,1,0
200,375,2,0
201,376,1,0
202,377,1,0
203,379,1,0
204,380,1,0
205,381,1,0
206,382,1,0
207,383,1,0
